제품ID,제품명,대분류,브랜드,정가,할인율,판매가,리뷰점수,리뷰수,제품URL,이미지URL,가로_W(mm),높이_H(mm),깊이_D(mm),소분류,카테고리코드,재고,쿠폰할인,타임세일,벤더사,가격_등급,가성비_점수,실구매가_추정,인기도_점수,리뷰_신뢰도,소재_등급,천연소재_여부,친환경_여부,관리_용이성,브랜드_등급,브랜드_원산지,색상_계열,디자인_스타일,점유면적(cm²),크기_등급,침대_사이즈,소파_인원수,식탁_인원수,무료배송_여부,설치포함_여부,배송_편의점수,1인가구_적합도,신혼부부_적합도,대가족_적합도,공간절약형_적합도,재고_여부,반려동물_적합도,A/S 책임자와 전화번호,KC 인증 필 유무,구성품,"배송,설치비용",색상,제조국,제조자,주요 소재,크기,품명,품질보증기준
G25110023326,D2178A. 뷰티레스트 자스민. 슈퍼싱글 침대,침대,시몬스,3510000,30,2457000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023326,https://static-store.lge.co.kr/goods/org/924251114000099924.jpg,1125,1058,2048,침대 프레임,2506000061,3996,N,N,(주)시몬스,중저가,0,2457000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,1,1,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF,  데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,125(W) x 2,048(L) x 1,058(H)mm / 매트리스 : 1,100(W) x 2,000(L) x 330(H)mm",D2178A. 뷰티레스트 자스민. 슈퍼싱글 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023327,D2178A. 뷰티레스트 바이브. 슈퍼싱글 침대,침대,시몬스,3780000,25,2835000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023327,https://static-store.lge.co.kr/goods/org/925251114000099925.jpg,1125,1058,2048,침대 프레임,2506000061,3996,N,N,(주)시몬스,중저가,0,2835000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,1,1,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,125(W) x 2,048(L) x 1,058(H)mm / 매트리스 : 1,500(W) x 2,000(L) x 330(H)mm",D2178A. 뷰티레스트 바이브. 슈퍼싱글 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023181,뷰티레스트 탠저린. 슈퍼싱글 매트리스,침대,시몬스,2010000,25,1507500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023181,https://static-store.lge.co.kr/goods/org/733251114000099733.jpg,1100,300,2000,침대+매트리스,2506000063,50,N,N,(주)시몬스,저가,0,1507500,49.9,0,미분류,FALSE,FALSE,3,중급,국내,미분류,기타,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,0,1,있음,0,시몬스 고객지원실//1899-8182,상품상세참조,매트리스1,무료배송(추가비용 발생될 수 있음),혼합(상세페이지 참조),대한민국,㈜시몬스 / 해당사항 없음,"자가드원단 외, s-포켓스프링","1,100(W) x 2,000(L) x 300(H)mm",뷰티레스트 탠저린. 슈퍼싱글 매트리스,관련법 및 소비자 분쟁해결 기준에 따름
G25110023189,뷰티레스트 바이브. 슈퍼싱글 매트리스,침대,시몬스,2920000,25,2190000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023189,https://static-store.lge.co.kr/goods/org/741251114000099741.jpg,1500,330,2000,침대+매트리스,2506000063,50,N,N,(주)시몬스,저가,0,2190000,49.9,0,미분류,FALSE,FALSE,3,중급,국내,미분류,기타,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,0,1,있음,0,시몬스 고객지원실//1899-8182,상품상세참조,매트리스1,무료배송(추가비용 발생될 수 있음),혼합(상세페이지 참조),대한민국,㈜시몬스 / 해당사항 없음,자가드원단 외 상품상세참조,"1,500(W) x 2,000(L) x 330(H)mm/ 매트리스 : 1,500(W) x 2,000(L) x 330(H)mm",뷰티레스트 바이브. 슈퍼싱글 매트리스,관련법 및 소비자 분쟁해결 기준에 따름
G25110023193,뷰티레스트 레이븐. 슈퍼싱글 매트리스,침대,시몬스,2420000,25,1815000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023193,https://static-store.lge.co.kr/goods/org/745251114000099745.jpg,1100,270,2000,침대+매트리스,2506000063,50,N,N,(주)시몬스,저가,0,1815000,49.9,0,미분류,FALSE,FALSE,3,중급,국내,미분류,기타,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,0,1,있음,0,시몬스 고객지원실//1899-8182,상품상세참조,매트리스1,무료배송(추가비용 발생될 수 있음),혼합(상세페이지 참조),대한민국,㈜시몬스 / 해당사항 없음,"니트원단 외, i-포켓스프링","1,100(W) x 2,000(L) x 270(H)mm",뷰티레스트 레이븐. 슈퍼싱글 매트리스,관련법 및 소비자 분쟁해결 기준에 따름
G25110023201,뷰티레스트 시트러스. 슈퍼싱글 매트리스,침대,시몬스,1310000,28,943200,0,0,https://homestyle.lge.co.kr/item?productId=G25110023201,https://static-store.lge.co.kr/goods/org/753251114000099753.jpg,1100,270,2000,침대+매트리스,2506000063,50,N,N,(주)시몬스,저가,0,943200,49.9,0,미분류,FALSE,FALSE,3,중급,국내,미분류,기타,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,0,1,있음,0,시몬스 고객지원실//1899-8182,상품상세참조,매트리스,무료배송(추가비용발생될 수 있음),혼합(상세이미지참조),대한민국,(주)시몬스//해당없음,"포켓스프링, 울트라후레쉬 위생 원단, 코지폼 등","1,100(W)x2,000(L)x270(H)mm",뷰티레스트 시트러스. 슈퍼싱글 매트리스,관련법 및 소비자 분쟁해결 기준에 따름
G25110023310,D2178A. 뷰티레스트 허브. 퀸 침대,침대,시몬스,3190000,25,2392500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023310,https://static-store.lge.co.kr/goods/org/908251114000099908.jpg,1530,1058,2048,침대 프레임,2506000061,8000,N,N,(주)시몬스,중저가,0,2392500,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,퀸,,,TRUE,FALSE,1,1,2,1,1,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,530(W) x 2,048(L) x 1,058(H)mm / 매트리스 : 1,500(W) x 2,000(L) x 290(H)mm",D2178A. 뷰티레스트 허브. 퀸 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023311,D2178A. 뷰티레스트 퓨전. 퀸 침대,침대,시몬스,3410000,25,2557500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023311,https://static-store.lge.co.kr/goods/org/909251114000099909.jpg,1530,1058,2048,침대 프레임,2506000061,8000,N,N,(주)시몬스,중저가,0,2557500,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,퀸,,,TRUE,FALSE,1,1,2,1,1,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF,  데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,530(W) x 2,048(L) x 1,058(H)mm / 매트리스 : 1,500(W) x 2,000(L) x 310(H)mm",D2178A. 뷰티레스트 퓨전. 퀸 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023314,D2178A. 뷰티레스트 바이브. 퀸 침대,침대,시몬스,4820000,25,3615000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023314,https://static-store.lge.co.kr/goods/org/912251114000099912.jpg,1530,1058,2048,침대 프레임,2506000061,8000,N,N,(주)시몬스,중가,0,3615000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,퀸,,,TRUE,FALSE,1,1,2,1,0,있음,1,시몬스 고객지원실//1899-8182,상품상세참조,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,530(W) x 2,048(L) x 1,058(H)mm / 매트리스 : 1,500(W) x 2,000(L) x 330(H)mm",D2178A. 뷰티레스트 바이브. 퀸 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023319,D2178A. 뷰티레스트 자스민. 킹오브킹 침대,침대,시몬스,6560000,30,4592000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023319,https://static-store.lge.co.kr/goods/org/917251114000099917.jpg,1825,1058,2128,침대 프레임,2506000061,3996,N,N,(주)시몬스,중고가,0,4592000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,킹,,,TRUE,FALSE,1,0,2,1,0,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,825(W) x 2,128(L) x 1,058(H)mm / 매트리스 : 1,800(W) x 2,075(L) x 330(H)mm",D2178A. 뷰티레스트 자스민. 킹오브킹 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023320,D2178A. 뷰티레스트 바이브. 킹오브킹 침대,침대,시몬스,7080000,25,5310000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023320,https://static-store.lge.co.kr/goods/org/918251114000099918.jpg,1825,1058,2128,침대 프레임,2506000061,8000,N,N,(주)시몬스,고가,0,5310000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,킹,,,TRUE,FALSE,1,0,2,1,0,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,825(W) x 2,128(L) x 1,058(H)mm / 매트리스 : 1,800(W) x 2,075(L) x 330(H)mm",D2178A. 뷰티레스트 바이브. 킹오브킹 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023321,D2178A. 뷰티레스트 레이븐. 슈퍼싱글 침대,침대,시몬스,3280000,25,2460000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023321,https://static-store.lge.co.kr/goods/org/919251114000099919.jpg,1125,1058,2048,침대 프레임,2506000061,8000,N,N,(주)시몬스,중저가,0,2460000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,1,1,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 니트원단 외, 포켓스프링","프레임 : 1,125(W) x 2,048(L) x 1,058(H)mm / 매트리스 : 1,100(W) x 2,000(L) x 270(H)mm",D2178A. 뷰티레스트 레이븐. 슈퍼싱글 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023322,D2178A. 뷰티레스트 레이븐. 퀸 침대,침대,시몬스,4170000,25,3127500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023322,https://static-store.lge.co.kr/goods/org/920251114000099920.jpg,1530,1058,2048,침대 프레임,2506000061,8000,N,N,(주)시몬스,중가,0,3127500,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,퀸,,,TRUE,FALSE,1,1,2,1,0,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 니트원단 외, 포켓스프링","프레임 : 1,530(W) x 2,048(L) x 1,058(H)mm / 매트리스 : 1,500(W) x 2,000(L) x 270(H)mm",D2178A. 뷰티레스트 레이븐. 퀸 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023325,D2178A. 뷰티레스트 탠저린. 슈퍼싱글 침대,침대,시몬스,2870000,25,2152500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023325,https://static-store.lge.co.kr/goods/org/923251114000099923.jpg,1125,1058,2048,침대 프레임,2506000061,8000,N,N,(주)시몬스,저가,0,2152500,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,1,1,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,125(W) x 2,048(L) x 1,058(H)mm / 매트리스 : 1,100(W) x 2,000(L) x 300(H)mm",D2178A. 뷰티레스트 탠저린. 슈퍼싱글 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023331,D2178A. 뷰티레스트 탠저린. 라지킹 침대,침대,시몬스,4540000,25,3405000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023331,https://static-store.lge.co.kr/goods/org/929251114000099929.jpg,1730,1058,2128,침대 프레임,2506000061,8000,N,N,(주)시몬스,중가,0,3405000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,킹,,,TRUE,FALSE,1,1,2,1,0,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF,  데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,730(W) x 2,128(L) x 1,058(H)mm / 매트리스 : 1,700(W) x 2,075(L) x 300(H)mm",D2178A. 뷰티레스트 탠저린. 라지킹 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023332,D2178A. 뷰티레스트 자스민. 라지킹 침대,침대,시몬스,5580000,30,3906000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023332,https://static-store.lge.co.kr/goods/org/930251114000099930.jpg,1730,1058,2128,침대 프레임,2506000061,3996,N,N,(주)시몬스,중가,0,3906000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,킹,,,TRUE,FALSE,1,1,2,1,0,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,730(W) x 2,128(L) x 1,058(H)mm / 매트리스 : 1,700(W) x 2,075(L) x 330(H)mm",D2178A. 뷰티레스트 자스민. 라지킹 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023334,D2178A. 뷰티레스트 허벌. 슈퍼싱글 침대,침대,시몬스,2300000,25,1725000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023334,https://static-store.lge.co.kr/goods/org/932251114000099932.jpg,1125,1058,2048,침대 프레임,2506000061,8000,N,N,(주)시몬스,저가,0,1725000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,1,1,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용발생될 수 있음),"라이트노체, 라이트오크, 베이지, 모카그레이, 블랙",대한민국,"매트리스 : 시몬스//프레임 : 거송, 명진","프레임:E0급MDF,데코페이퍼","프레임:1,125(W)x2,048(L)x1,058(H)mm/매트리스:1,100(W)x2,000(L)x300(H)mm",D2178A. 뷰티레스트 허벌. 슈퍼싱글 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023312,D2178A. 뷰티레스트 탠저린. 퀸 침대,침대,시몬스,3650000,25,2737500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023312,https://static-store.lge.co.kr/goods/org/910251114000099910.jpg,1530,1058,2048,침대 프레임,2506000061,8000,N,N,(주)시몬스,중저가,0,2737500,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,퀸,,,TRUE,FALSE,1,1,2,1,1,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,530(W) x 2,048(L) x 1,058(H)mm / 매트리스 : 1,500(W) x 2,000(L) x 300(H)mm",D2178A. 뷰티레스트 탠저린. 퀸 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023316,D2178A. 뷰티레스트 허브. 킹오브킹 침대,침대,시몬스,4630000,25,3472500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023316,https://static-store.lge.co.kr/goods/org/914251114000099914.jpg,1825,1058,2128,침대 프레임,2506000061,8000,N,N,(주)시몬스,중가,0,3472500,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,킹,,,TRUE,FALSE,1,1,2,1,0,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,825(W) x 2,128(L) x 1,058(H)mm / 매트리스 : 1,800(W) x 2,075(L) x 290(H)mm",D2178A. 뷰티레스트 허브. 킹오브킹 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023317,D2178A. 뷰티레스트 퓨전. 킹오브킹 침대,침대,시몬스,4950000,25,3712500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023317,https://static-store.lge.co.kr/goods/org/915251114000099915.jpg,1825,1058,2128,침대 프레임,2506000061,8000,N,N,(주)시몬스,중가,0,3712500,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,킹,,,TRUE,FALSE,1,1,2,1,0,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,825(W) x 2,128(L) x 1,058(H)mm / 매트리스 : 1,800(W) x 2,075(L) x 310(H)mm",D2178A. 뷰티레스트 퓨전. 킹오브킹 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023318,D2178A. 뷰티레스트 탠저린. 킹오브킹 침대,침대,시몬스,5310000,25,3982500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023318,https://static-store.lge.co.kr/goods/org/916251114000099916.jpg,1825,1058,2128,침대 프레임,2506000061,8000,N,N,(주)시몬스,중고가,0,3982500,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,킹,,,TRUE,FALSE,1,0,2,1,0,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,825(W) x 2,128(L) x 1,058(H)mm / 매트리스 : 1,800(W) x 2,075(L) x 300(H)mm",D2178A. 뷰티레스트 탠저린. 킹오브킹 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023323,D2178A. 뷰티레스트 허브. 슈퍼싱글 침대,침대,시몬스,2520000,25,1890000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023323,https://static-store.lge.co.kr/goods/org/921251114000099921.jpg,1125,1058,2048,침대 프레임,2506000061,8000,N,N,(주)시몬스,저가,0,1890000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,1,1,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,125(W) x 2,048(L) x 1,058(H)mm / 매트리스 : 1,100(W) x 2,000(L) x 290(H)mm",D2178A. 뷰티레스트 허브. 슈퍼싱글 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023324,D2178A. 뷰티레스트 퓨전. 슈퍼싱글 침대,침대,시몬스,2690000,25,2017500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023324,https://static-store.lge.co.kr/goods/org/922251114000099922.jpg,1125,1058,2048,침대 프레임,2506000061,8000,N,N,(주)시몬스,저가,0,2017500,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,1,1,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF,  데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,125(W) x 2,048(L) x 1,058(H)mm / 매트리스 : 1,100(W) x 2,000(L) x 310(H)mm",D2178A. 뷰티레스트 퓨전. 슈퍼싱글 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023329,D2178A. 뷰티레스트 허브. 라지킹 침대,침대,시몬스,3970000,25,2977500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023329,https://static-store.lge.co.kr/goods/org/927251114000099927.jpg,1730,1058,2128,침대 프레임,2506000061,8000,N,N,(주)시몬스,중저가,0,2977500,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,킹,,,TRUE,FALSE,1,1,2,1,1,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,730(W) x 2,128(L) x 1,058(H)mm / 매트리스 : 1,700(W) x 2,075(L) x 290(H)mm",D2178A. 뷰티레스트 허브. 라지킹 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023330,D2178A. 뷰티레스트 퓨전. 라지킹 침대,침대,시몬스,4240000,25,3180000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023330,https://static-store.lge.co.kr/goods/org/928251114000099928.jpg,1730,1058,2128,침대 프레임,2506000061,8000,N,N,(주)시몬스,중가,0,3180000,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,킹,,,TRUE,FALSE,1,1,2,1,0,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF,  데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,730(W) x 2,128(L) x 1,058(H)mm / 매트리스 : 1,700(W) x 2,075(L) x 310(H)mm",D2178A. 뷰티레스트 퓨전. 라지킹 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023333,D2178A. 뷰티레스트 바이브. 라지킹 침대,침대,시몬스,6010000,25,4507500,0,0,https://homestyle.lge.co.kr/item?productId=G25110023333,https://static-store.lge.co.kr/goods/org/931251114000099931.jpg,1730,1058,2128,침대 프레임,2506000061,8000,N,N,(주)시몬스,중고가,0,4507500,49.9,0,일반,FALSE,TRUE,3,중급,국내,화이트계,클래식,,미정,킹,,,TRUE,FALSE,1,0,2,1,0,있음,1,시몬스 고객지원실//1899-8182,해당없음,"프레임1, 매트리스1",무료배송(추가비용 발생될 수 있음),"라이트노체, 라이트오크, 모카그레이, 블랙, 베이지",대한민국,"매트리스 : 시몬스 / 프레임 : 거송, 명진","프레임 : E0급MDF, 데코페이퍼 등 / 매트리스 : 자가드원단 외, 포켓스프링","프레임 : 1,730(W) x 2,128(L) x 1,058(H)mm / 매트리스 : 1,700(W) x 2,075(L) x 330(H)mm",D2178A. 뷰티레스트 바이브. 라지킹 침대,관련법 및 소비자 분쟁해결 기준에 따름
G25110023173,뷰티레스트 허브. 슈퍼싱글 매트리스,침대,시몬스,1660000,25,1245000,0,0,https://homestyle.lge.co.kr/item?productId=G25110023173,https://static-store.lge.co.kr/goods/org/725251114000099725.jpg,1100,290,2000,침대+매트리스,2506000063,50,N,N,(주)시몬스,저가,0,1245000,49.9,0,미분류,FALSE,FALSE,3,중급,국내,미분류,기타,,미정,슈퍼싱글,,,TRUE,FALSE,1,2,0,0,1,있음,0,시몬스 고객지원실//1899-8182,상품상세참조,매트리스1,무료배송(추가비용 발생될 수 있음),혼합(상세페이지 참조),대한민국,㈜시몬스 / 해당사항 없음,"자가드원단 외, i-포켓스프링","1,100(W) x 2,000(L) x 290(H)mm/ 매트리스 : 1,100(W) x 2,000(L) x 290(H)mm",뷰티레스트 허브. 슈퍼싱글 매트리스,관련법 및 소비자 분쟁해결 기준에 따름
